ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	I'll call you back soon.
spam	Winner! Call now to collect your prize.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
spam	Winner! Call now to collect your prize.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	I'll call you back soon.
spam	Winner! Call now to collect your prize.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
spam	Exclusive offer just for you—limited time only.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
spam	URGENT! Your account has been compromised. Click here to secure it.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
spam	Winner! Call now to collect your prize.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
spam	Act now and save big on your car insurance.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	Act now and save big on your car insurance.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
spam	Act now and save big on your car insurance.
ham	Are you free this weekend?
spam	Winner! Call now to collect your prize.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
spam	URGENT! Your account has been compromised. Click here to secure it.
spam	Winner! Call now to collect your prize.
spam	Act now and save big on your car insurance.
ham	I'll call you back soon.
ham	Are you free this weekend?
spam	Exclusive offer just for you—limited time only.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
spam	Act now and save big on your car insurance.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
spam	URGENT! Your account has been compromised. Click here to secure it.
spam	Act now and save big on your car insurance.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
spam	Act now and save big on your car insurance.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
spam	Winner! Call now to collect your prize.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
spam	Exclusive offer just for you—limited time only.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
spam	Act now and save big on your car insurance.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
spam	URGENT! Your account has been compromised. Click here to secure it.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	I'll call you back soon.
spam	Exclusive offer just for you—limited time only.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
spam	Exclusive offer just for you—limited time only.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
spam	Act now and save big on your car insurance.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
spam	Winner! Call now to collect your prize.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Are you free this weekend?
spam	Exclusive offer just for you—limited time only.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
spam	Exclusive offer just for you—limited time only.
spam	Exclusive offer just for you—limited time only.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
spam	Exclusive offer just for you—limited time only.
ham	Lunch at 1 PM?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Are you free this weekend?
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
spam	Congratulations! You've won a free cruise. Reply WIN to claim.
spam	Winner! Call now to collect your prize.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	I'll call you back soon.
spam	Winner! Call now to collect your prize.
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
spam	Winner! Call now to collect your prize.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
spam	Exclusive offer just for you—limited time only.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
spam	Winner! Call now to collect your prize.
spam	Act now and save big on your car insurance.
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
spam	Act now and save big on your car insurance.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	I'll call you back soon.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
spam	Winner! Call now to collect your prize.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
spam	Act now and save big on your car insurance.
ham	Lunch at 1 PM?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
spam	Winner! Call now to collect your prize.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
spam	Winner! Call now to collect your prize.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	I'll call you back soon.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Hey, are we still meeting today?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	Act now and save big on your car insurance.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	See you at the gym tomorrow.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Hey, are we still meeting today?
ham	Hey, are we still meeting today?
ham	Are you free this weekend?
spam	Exclusive offer just for you—limited time only.
spam	Winner! Call now to collect your prize.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Hey, are we still meeting today?
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
spam	You have been selected for a $500 Walmart gift card. Claim now.
spam	Winner! Call now to collect your prize.
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	Exclusive offer just for you—limited time only.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
spam	Winner! Call now to collect your prize.
spam	Exclusive offer just for you—limited time only.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
ham	Hey, are we still meeting today?
spam	Act now and save big on your car insurance.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	See you at the gym tomorrow.
ham	Are you free this weekend?
ham	I'll call you back soon.
ham	Lunch at 1 PM?
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Lunch at 1 PM?
ham	Hey, are we still meeting today?
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	I'll call you back soon.
spam	You have been selected for a $500 Walmart gift card. Claim now.
ham	Are you free this weekend?
ham	Are you free this weekend?
ham	Are you free this weekend?
spam	URGENT! Your account has been compromised. Click here to secure it.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	I'll call you back soon.
spam	Act now and save big on your car insurance.
ham	I'll call you back soon.
ham	See you at the gym tomorrow.
ham	Don't forget to bring the documents.
ham	See you at the gym tomorrow.
ham	Lunch at 1 PM?
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Lunch at 1 PM?
ham	I'll call you back soon.
ham	Don't forget to bring the documents.
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Lunch at 1 PM?
ham	Are you free this weekend?
ham	Don't forget to bring the documents.
